asn,prefix,as_path
13903,1.2.0.0/16,"(13903, 1299, 10886, 27)"
32262,1.2.0.0/16,"(32262, 174, 10886, 27)"
55153,1.2.0.0/16,"(55153, 3356, 2152, 25)"
265304,1.2.0.0/16,"(265304, 3356, 2152, 25)"
12059,1.2.0.0/16,"(12059, 1299, 10886, 27)"
53873,1.2.0.0/16,"(53873, 3356, 2152, 25)"
11734,1.2.0.0/16,"(11734, 1299, 10886, 27)"
11506,1.2.0.0/16,"(11506, 1299, 10886, 27)"
11279,1.2.0.0/16,"(11279, 1299, 10886, 27)"
8837,1.2.0.0/16,"(8837, 1299, 10886, 27)"
8769,1.2.0.0/16,"(8769, 1299, 10886, 27)"
7761,1.2.0.0/16,"(7761, 1299, 10886, 27)"
7727,1.2.0.0/16,"(7727, 1299, 10886, 27)"
134999,1.2.0.0/16,"(134999, 13335, 2152, 25)"
49770,1.2.0.0/16,"(49770, 1299, 10886, 27)"
27608,1.2.0.0/16,"(27608, 3356, 2152, 25)"
6282,1.2.0.0/16,"(6282, 1299, 10886, 27)"
4531,1.2.0.0/16,"(4531, 1299, 10886, 27)"
213557,1.2.0.0/16,"(213557, 174, 10886, 27)"
45385,1.2.0.0/16,"(45385, 9318, 2152, 25)"
45374,1.2.0.0/16,"(45374, 9318, 2152, 25)"
1523,1.2.0.0/16,"(1523, 1299, 10886, 27)"
43566,1.2.0.0/16,"(43566, 174, 10886, 27)"
1492,1.2.0.0/16,"(1492, 1299, 10886, 27)"
1218,1.2.0.0/16,"(1218, 1299, 10886, 27)"
22041,1.2.0.0/16,"(22041, 3356, 2152, 25)"
30133,1.2.0.0/16,"(30133, 1280, 2152, 25)"
3557,1.2.0.0/16,"(3557, 1280, 2152, 25)"
46383,1.2.0.0/16,"(46383, 6939, 2152, 25)"
23117,1.2.0.0/16,"(23117, 2152, 25)"
198759,1.2.0.0/16,"(198759, 8220, 2152, 25)"
27502,1.2.0.0/16,"(27502, 2152, 25)"
47181,1.2.0.0/16,"(47181, 1299, 10886, 27)"
61266,1.2.0.0/16,"(61266, 3257, 10886, 27)"
8188,1.2.0.0/16,"(8188, 3356, 2152, 25)"
28024,1.2.0.0/16,"(28024, 3356, 2152, 25)"
805,1.2.0.0/16,"(805, 3356, 2152, 25)"
21969,1.2.0.0/16,"(21969, 3356, 2152, 25)"
399643,1.2.0.0/16,"(399643, 174, 10886, 27)"
63299,1.2.0.0/16,"(63299, 3356, 2152, 25)"
34930,1.2.0.0/16,"(34930, 13335, 2152, 25)"
31003,1.2.0.0/16,"(31003, 3356, 2152, 25)"
26178,1.2.0.0/16,"(26178, 3356, 2152, 25)"
45372,1.2.0.0/16,"(45372, 4766, 2152, 25)"
41570,1.2.0.0/16,"(41570, 3257, 10886, 27)"
42638,1.2.0.0/16,"(42638, 3292, 2152, 25)"
205543,1.2.0.0/16,"(205543, 3257, 10886, 27)"
205493,1.2.0.0/16,"(205493, 8220, 2152, 25)"
204689,1.2.0.0/16,"(204689, 1299, 10886, 27)"
396215,1.2.0.0/16,"(396215, 3356, 2152, 25)"
202046,1.2.0.0/16,"(202046, 1299, 10886, 27)"
327981,1.2.0.0/16,"(327981, 6939, 2152, 25)"
201747,1.2.0.0/16,"(201747, 3257, 10886, 27)"
10849,1.2.0.0/16,"(10849, 174, 10886, 27)"
196956,1.2.0.0/16,"(196956, 3257, 10886, 27)"
19380,1.2.0.0/16,"(19380, 174, 10886, 27)"
56851,1.2.0.0/16,"(56851, 49544, 2152, 25)"
19477,1.2.0.0/16,"(19477, 3356, 2152, 25)"
401688,1.2.0.0/16,"(401688, 6461, 10886, 27)"
60772,1.2.0.0/16,"(60772, 1299, 10886, 27)"
396939,1.2.0.0/16,"(396939, 174, 10886, 27)"
18552,1.2.0.0/16,"(18552, 6461, 10886, 27)"
396442,1.2.0.0/16,"(396442, 286, 10886, 27)"
393869,1.2.0.0/16,"(393869, 3356, 2152, 25)"
393687,1.2.0.0/16,"(393687, 3356, 2152, 25)"
51865,1.2.0.0/16,"(51865, 3356, 2152, 25)"
7246,1.2.0.0/16,"(7246, 3356, 2152, 25)"
133104,1.2.0.0/16,"(133104, 1299, 10886, 27)"
46732,1.2.0.0/16,"(46732, 3356, 2152, 25)"
26852,1.2.0.0/16,"(26852, 3356, 2152, 25)"
212873,1.2.0.0/16,"(212873, 174, 10886, 27)"
43996,1.2.0.0/16,"(43996, 1299, 10886, 27)"
23095,1.2.0.0/16,"(23095, 3356, 2152, 25)"
1605,1.2.0.0/16,"(1605, 174, 10886, 27)"
63403,1.2.0.0/16,"(63403, 1299, 10886, 27)"
21360,1.2.0.0/16,"(21360, 174, 10886, 27)"
14378,1.2.0.0/16,"(14378, 1299, 10886, 27)"
32642,1.2.0.0/16,"(32642, 3356, 2152, 25)"
34790,1.2.0.0/16,"(34790, 1299, 10886, 27)"
32511,1.2.0.0/16,"(32511, 3356, 2152, 25)"
202015,1.2.0.0/16,"(202015, 174, 10886, 27)"
199571,1.2.0.0/16,"(199571, 6461, 10886, 27)"
10564,1.2.0.0/16,"(10564, 3356, 2152, 25)"
52016,1.2.0.0/16,"(52016, 1299, 10886, 27)"
28756,1.2.0.0/16,"(28756, 8220, 2152, 25)"
47648,1.2.0.0/16,"(47648, 174, 10886, 27)"
19162,1.2.0.0/16,"(19162, 174, 10886, 27)"
25855,1.2.0.0/16,"(25855, 1299, 10886, 27)"
22928,1.2.0.0/16,"(22928, 3356, 2152, 25)"
41415,1.2.0.0/16,"(41415, 3356, 2152, 25)"
21727,1.2.0.0/16,"(21727, 3356, 2152, 25)"
43017,1.2.0.0/16,"(43017, 1299, 10886, 27)"
20389,1.2.0.0/16,"(20389, 3356, 2152, 25)"
19600,1.2.0.0/16,"(19600, 3356, 2152, 25)"
397987,1.2.0.0/16,"(397987, 174, 10886, 27)"
396506,1.2.0.0/16,"(396506, 3356, 2152, 25)"
34010,1.2.0.0/16,"(34010, 10310, 2152, 25)"
201641,1.2.0.0/16,"(201641, 3356, 2152, 25)"
200712,1.2.0.0/16,"(200712, 1299, 10886, 27)"
32540,1.2.0.0/16,"(32540, 174, 10886, 27)"
30396,1.2.0.0/16,"(30396, 6939, 2152, 25)"
16991,1.2.0.0/16,"(16991, 3356, 2152, 25)"
397757,1.2.0.0/16,"(397757, 174, 10886, 27)"
18547,1.2.0.0/16,"(18547, 3356, 2152, 25)"
400723,1.2.0.0/16,"(400723, 3356, 2152, 25)"
328595,1.2.0.0/16,"(328595, 174, 10886, 27)"
9856,1.2.0.0/16,"(9856, 3786, 2152, 25)"
26738,1.2.0.0/16,"(26738, 3356, 2152, 25)"
1766,1.2.0.0/16,"(1766, 3356, 2152, 25)"
22343,1.2.0.0/16,"(22343, 3356, 2152, 25)"
43012,1.2.0.0/16,"(43012, 1299, 10886, 27)"
25181,1.2.0.0/16,"(25181, 3356, 2152, 25)"
54978,1.2.0.0/16,"(54978, 3356, 2152, 25)"
45375,1.2.0.0/16,"(45375, 4766, 2152, 25)"
397884,1.2.0.0/16,"(397884, 3356, 2152, 25)"
142269,1.2.0.0/16,"(142269, 13335, 2152, 25)"
7818,1.2.0.0/16,"(7818, 3356, 2152, 25)"
29702,1.2.0.0/16,"(29702, 3356, 2152, 25)"
46280,1.2.0.0/16,"(46280, 174, 10886, 27)"
214881,1.2.0.0/16,"(214881, 1299, 10886, 27)"
46640,1.2.0.0/16,"(46640, 1828, 2152, 25)"
205294,1.2.0.0/16,"(205294, 3356, 2152, 25)"
45379,1.2.0.0/16,"(45379, 4766, 2152, 25)"
38696,1.2.0.0/16,"(38696, 4766, 2152, 25)"
38426,1.2.0.0/16,"(38426, 4766, 2152, 25)"
23596,1.2.0.0/16,"(23596, 4766, 2152, 25)"
18298,1.2.0.0/16,"(18298, 3786, 2152, 25)"
396253,1.2.0.0/16,"(396253, 174, 10886, 27)"
396243,1.2.0.0/16,"(396243, 3356, 2152, 25)"
269853,1.2.0.0/16,"(269853, 3356, 2152, 25)"
10187,1.2.0.0/16,"(10187, 3786, 2152, 25)"
10162,1.2.0.0/16,"(10162, 3786, 2152, 25)"
9686,1.2.0.0/16,"(9686, 3786, 2152, 25)"
399937,1.2.0.0/16,"(399937, 3356, 2152, 25)"
50414,1.2.0.0/16,"(50414, 1299, 10886, 27)"
26538,1.2.0.0/16,"(26538, 286, 10886, 27)"
25693,1.2.0.0/16,"(25693, 3356, 2152, 25)"
25603,1.2.0.0/16,"(25603, 3356, 2152, 25)"
64286,1.2.0.0/16,"(64286, 19151, 2152, 25)"
40818,1.2.0.0/16,"(40818, 16509, 2152, 25)"
16711,1.2.0.0/16,"(16711, 3356, 2152, 25)"
395516,1.2.0.0/16,"(395516, 3356, 2152, 25)"
396530,1.2.0.0/16,"(396530, 3356, 2152, 25)"
55614,1.2.0.0/16,"(55614, 3786, 2152, 25)"
397260,1.2.0.0/16,"(397260, 16276, 2152, 25)"
53810,1.2.0.0/16,"(53810, 6461, 10886, 27)"
54192,1.2.0.0/16,"(54192, 2152, 25)"
394829,1.2.0.0/16,"(394829, 3356, 2152, 25)"
53913,1.2.0.0/16,"(53913, 286, 10886, 27)"
265566,1.2.0.0/16,"(265566, 17072, 2152, 25)"
10897,1.2.0.0/16,"(10897, 3356, 2152, 25)"
51329,1.2.0.0/16,"(51329, 174, 10886, 27)"
8855,1.2.0.0/16,"(8855, 174, 10886, 27)"
8549,1.2.0.0/16,"(8549, 8220, 2152, 25)"
49179,1.2.0.0/16,"(49179, 1299, 10886, 27)"
51068,1.2.0.0/16,"(51068, 3257, 10886, 27)"
48617,1.2.0.0/16,"(48617, 8220, 2152, 25)"
49607,1.2.0.0/16,"(49607, 3257, 10886, 27)"
6363,1.2.0.0/16,"(6363, 3356, 2152, 25)"
49106,1.2.0.0/16,"(49106, 1299, 10886, 27)"
132299,1.2.0.0/16,"(132299, 174, 10886, 27)"
43667,1.2.0.0/16,"(43667, 1299, 10886, 27)"
17163,1.2.0.0/16,"(17163, 174, 10886, 27)"
14062,1.2.0.0/16,"(14062, 6461, 10886, 27)"
396458,1.2.0.0/16,"(396458, 3356, 2152, 25)"
398750,1.2.0.0/16,"(398750, 1828, 2152, 25)"
214103,1.2.0.0/16,"(214103, 174, 10886, 27)"
216047,1.2.0.0/16,"(216047, 13335, 2152, 25)"
60193,1.2.0.0/16,"(60193, 286, 10886, 27)"
14139,1.2.0.0/16,"(14139, 3356, 2152, 25)"
206733,1.2.0.0/16,"(206733, 174, 10886, 27)"
17694,1.2.0.0/16,"(17694, 2516, 2152, 25)"
36041,1.2.0.0/16,"(36041, 3356, 2152, 25)"
398017,1.2.0.0/16,"(398017, 3356, 2152, 25)"
19630,1.2.0.0/16,"(19630, 174, 10886, 27)"
24313,1.2.0.0/16,"(24313, 7575, 2152, 25)"
15084,1.2.0.0/16,"(15084, 13335, 2152, 25)"
50812,1.2.0.0/16,"(50812, 174, 10886, 27)"
136041,1.2.0.0/16,"(136041, 3356, 2152, 25)"
202498,1.2.0.0/16,"(202498, 1299, 10886, 27)"
48873,1.2.0.0/16,"(48873, 1299, 10886, 27)"
47323,1.2.0.0/16,"(47323, 1299, 10886, 27)"
212228,1.2.0.0/16,"(212228, 174, 10886, 27)"
2013,1.2.0.0/16,"(2013, 3356, 2152, 25)"
39805,1.2.0.0/16,"(39805, 1299, 10886, 27)"
2484,1.2.0.0/16,"(2484, 3257, 10886, 27)"
214985,1.2.0.0/16,"(214985, 1299, 10886, 27)"
19739,1.2.0.0/16,"(19739, 3356, 2152, 25)"
16619,1.2.0.0/16,"(16619, 3356, 2152, 25)"
395006,1.2.0.0/16,"(395006, 3356, 2152, 25)"
15008,1.2.0.0/16,"(15008, 174, 10886, 27)"
35224,1.2.0.0/16,"(35224, 174, 10886, 27)"
16743,1.2.0.0/16,"(16743, 3356, 2152, 25)"
20172,1.2.0.0/16,"(20172, 7342, 2152, 25)"
34589,1.2.0.0/16,"(34589, 3257, 10886, 27)"
399714,1.2.0.0/16,"(399714, 3356, 2152, 25)"
11270,1.2.0.0/16,"(11270, 3356, 2152, 25)"
47935,1.2.0.0/16,"(47935, 6939, 2152, 25)"
3064,1.2.0.0/16,"(3064, 174, 10886, 27)"
2640,1.2.0.0/16,"(2640, 293, 10886, 27)"
210897,1.2.0.0/16,"(210897, 13335, 2152, 25)"
17374,1.2.0.0/16,"(17374, 3356, 2152, 25)"
17282,1.2.0.0/16,"(17282, 3356, 2152, 25)"
395669,1.2.0.0/16,"(395669, 3356, 2152, 25)"
35831,1.2.0.0/16,"(35831, 6461, 10886, 27)"
33619,1.2.0.0/16,"(33619, 286, 10886, 27)"
199332,1.2.0.0/16,"(199332, 49544, 2152, 25)"
52030,1.2.0.0/16,"(52030, 3257, 10886, 27)"
204825,1.2.0.0/16,"(204825, 1299, 10886, 27)"
15081,1.2.0.0/16,"(15081, 174, 10886, 27)"
30761,1.2.0.0/16,"(30761, 1299, 10886, 27)"
50999,1.2.0.0/16,"(50999, 3356, 2152, 25)"
50737,1.2.0.0/16,"(50737, 8220, 2152, 25)"
29067,1.2.0.0/16,"(29067, 13335, 2152, 25)"
133771,1.2.0.0/16,"(133771, 174, 10886, 27)"
47689,1.2.0.0/16,"(47689, 1299, 10886, 27)"
61315,1.2.0.0/16,"(61315, 286, 10886, 27)"
156,1.2.0.0/16,"(156, 174, 10886, 27)"
207874,1.2.0.0/16,"(207874, 1299, 10886, 27)"
39684,1.2.0.0/16,"(39684, 1299, 10886, 27)"
207856,1.2.0.0/16,"(207856, 286, 10886, 27)"
14976,1.2.0.0/16,"(14976, 3356, 2152, 25)"
34756,1.2.0.0/16,"(34756, 6939, 2152, 25)"
328674,1.2.0.0/16,"(328674, 6939, 2152, 25)"
30286,1.2.0.0/16,"(30286, 3356, 2152, 25)"
15516,1.2.0.0/16,"(15516, 3292, 2152, 25)"
54746,1.2.0.0/16,"(54746, 6939, 2152, 25)"
8918,1.2.0.0/16,"(8918, 3257, 10886, 27)"
46924,1.2.0.0/16,"(46924, 3356, 2152, 25)"
61189,1.2.0.0/16,"(61189, 174, 10886, 27)"
22641,1.2.0.0/16,"(22641, 3356, 2152, 25)"
40505,1.2.0.0/16,"(40505, 6461, 10886, 27)"
21889,1.2.0.0/16,"(21889, 3356, 2152, 25)"
15225,1.2.0.0/16,"(15225, 174, 10886, 27)"
25948,1.2.0.0/16,"(25948, 6939, 2152, 25)"
48851,1.2.0.0/16,"(48851, 1299, 10886, 27)"
132816,1.2.0.0/16,"(132816, 6939, 2152, 25)"
22607,1.2.0.0/16,"(22607, 3356, 2152, 25)"
64223,1.2.0.0/16,"(64223, 174, 10886, 27)"
22027,1.2.0.0/16,"(22027, 174, 10886, 27)"
399239,1.2.0.0/16,"(399239, 174, 10886, 27)"
58323,1.2.0.0/16,"(58323, 1299, 10886, 27)"
33811,1.2.0.0/16,"(33811, 174, 10886, 27)"
400919,1.2.0.0/16,"(400919, 6939, 2152, 25)"
399894,1.2.0.0/16,"(399894, 6939, 2152, 25)"
63241,1.2.0.0/16,"(63241, 174, 10886, 27)"
399573,1.2.0.0/16,"(399573, 174, 10886, 27)"
398850,1.2.0.0/16,"(398850, 3356, 2152, 25)"
62498,1.2.0.0/16,"(62498, 6461, 10886, 27)"
398290,1.2.0.0/16,"(398290, 6461, 10886, 27)"
16050,1.2.0.0/16,"(16050, 3356, 2152, 25)"
397866,1.2.0.0/16,"(397866, 6461, 10886, 27)"
397678,1.2.0.0/16,"(397678, 174, 10886, 27)"
15769,1.2.0.0/16,"(15769, 3356, 2152, 25)"
397376,1.2.0.0/16,"(397376, 6939, 2152, 25)"
22038,1.2.0.0/16,"(22038, 3356, 2152, 25)"
397203,1.2.0.0/16,"(397203, 7342, 2152, 25)"
21857,1.2.0.0/16,"(21857, 3356, 2152, 25)"
15206,1.2.0.0/16,"(15206, 3356, 2152, 25)"
211269,1.2.0.0/16,"(211269, 8220, 2152, 25)"
21654,1.2.0.0/16,"(21654, 3356, 2152, 25)"
21549,1.2.0.0/16,"(21549, 3356, 2152, 25)"
60305,1.2.0.0/16,"(60305, 8220, 2152, 25)"
21464,1.2.0.0/16,"(21464, 8220, 2152, 25)"
399851,1.2.0.0/16,"(399851, 3356, 2152, 25)"
396395,1.2.0.0/16,"(396395, 174, 10886, 27)"
17339,1.2.0.0/16,"(17339, 174, 10886, 27)"
395726,1.2.0.0/16,"(395726, 3356, 2152, 25)"
394088,1.2.0.0/16,"(394088, 11164, 2152, 25)"
20381,1.2.0.0/16,"(20381, 3356, 2152, 25)"
59202,1.2.0.0/16,"(59202, 7575, 2152, 25)"
269359,1.2.0.0/16,"(269359, 3356, 2152, 25)"
17037,1.2.0.0/16,"(17037, 174, 10886, 27)"
20098,1.2.0.0/16,"(20098, 3356, 2152, 25)"
62141,1.2.0.0/16,"(62141, 174, 10886, 27)"
16570,1.2.0.0/16,"(16570, 174, 10886, 27)"
54041,1.2.0.0/16,"(54041, 13335, 2152, 25)"
394957,1.2.0.0/16,"(394957, 174, 10886, 27)"
18676,1.2.0.0/16,"(18676, 174, 10886, 27)"
393571,1.2.0.0/16,"(393571, 174, 10886, 27)"
18077,1.2.0.0/16,"(18077, 2516, 2152, 25)"
10764,1.2.0.0/16,"(10764, 11537, 10886, 27)"
17195,1.2.0.0/16,"(17195, 3356, 2152, 25)"
396106,1.2.0.0/16,"(396106, 1299, 10886, 27)"
55190,1.2.0.0/16,"(55190, 3356, 2152, 25)"
396080,1.2.0.0/16,"(396080, 20115, 2152, 25)"
16162,1.2.0.0/16,"(16162, 3257, 10886, 27)"
34125,1.2.0.0/16,"(34125, 174, 10886, 27)"
54332,1.2.0.0/16,"(54332, 6461, 10886, 27)"
53922,1.2.0.0/16,"(53922, 174, 10886, 27)"
266752,1.2.0.0/16,"(266752, 3356, 2152, 25)"
396310,1.2.0.0/16,"(396310, 2152, 25)"
140623,1.2.0.0/16,"(140623, 7575, 2152, 25)"
8330,1.2.0.0/16,"(8330, 6939, 2152, 25)"
31262,1.2.0.0/16,"(31262, 8220, 2152, 25)"
201720,1.2.0.0/16,"(201720, 3292, 2152, 25)"
263979,1.2.0.0/16,"(263979, 3356, 2152, 25)"
137816,1.2.0.0/16,"(137816, 3257, 10886, 27)"
35350,1.2.0.0/16,"(35350, 8220, 2152, 25)"
11342,1.2.0.0/16,"(11342, 174, 10886, 27)"
263567,1.2.0.0/16,"(263567, 3356, 2152, 25)"
53352,1.2.0.0/16,"(53352, 3356, 2152, 25)"
11309,1.2.0.0/16,"(11309, 6461, 10886, 27)"
11131,1.2.0.0/16,"(11131, 10886, 27)"
14041,1.2.0.0/16,"(14041, 2152, 25)"
200713,1.2.0.0/16,"(200713, 3257, 10886, 27)"
32541,1.2.0.0/16,"(32541, 3356, 2152, 25)"
32378,1.2.0.0/16,"(32378, 3356, 2152, 25)"
7054,1.2.0.0/16,"(7054, 3356, 2152, 25)"
202604,1.2.0.0/16,"(202604, 174, 10886, 27)"
52304,1.2.0.0/16,"(52304, 42, 10886, 27)"
10170,1.2.0.0/16,"(10170, 3786, 2152, 25)"
10148,1.2.0.0/16,"(10148, 7575, 2152, 25)"
136209,1.2.0.0/16,"(136209, 3786, 2152, 25)"
24936,1.2.0.0/16,"(24936, 1299, 10886, 27)"
22991,1.2.0.0/16,"(22991, 3356, 2152, 25)"
22728,1.2.0.0/16,"(22728, 3356, 2152, 25)"
40636,1.2.0.0/16,"(40636, 174, 10886, 27)"
205479,1.2.0.0/16,"(205479, 1299, 10886, 27)"
206567,1.2.0.0/16,"(206567, 3257, 10886, 27)"
36109,1.2.0.0/16,"(36109, 3356, 2152, 25)"
34501,1.2.0.0/16,"(34501, 3356, 2152, 25)"
202365,1.2.0.0/16,"(202365, 6939, 2152, 25)"
56567,1.2.0.0/16,"(56567, 1299, 10886, 27)"
201838,1.2.0.0/16,"(201838, 3356, 2152, 25)"
11262,1.2.0.0/16,"(11262, 174, 10886, 27)"
9864,1.2.0.0/16,"(9864, 3786, 2152, 25)"
265551,1.2.0.0/16,"(265551, 174, 10886, 27)"
31898,1.2.0.0/16,"(31898, 2152, 25)"
30056,1.2.0.0/16,"(30056, 286, 10886, 27)"
29874,1.2.0.0/16,"(29874, 6461, 10886, 27)"
399378,1.2.0.0/16,"(399378, 174, 10886, 27)"
9977,1.2.0.0/16,"(9977, 3786, 2152, 25)"
22353,1.2.0.0/16,"(22353, 3356, 2152, 25)"
62913,1.2.0.0/16,"(62913, 1299, 10886, 27)"
62856,1.2.0.0/16,"(62856, 1299, 10886, 27)"
19899,1.2.0.0/16,"(19899, 174, 10886, 27)"
17212,1.2.0.0/16,"(17212, 174, 10886, 27)"
61940,1.2.0.0/16,"(61940, 3356, 2152, 25)"
19808,1.2.0.0/16,"(19808, 174, 10886, 27)"
19635,1.2.0.0/16,"(19635, 174, 10886, 27)"
398022,1.2.0.0/16,"(398022, 3356, 2152, 25)"
397941,1.2.0.0/16,"(397941, 3356, 2152, 25)"
19001,1.2.0.0/16,"(19001, 286, 10886, 27)"
397137,1.2.0.0/16,"(397137, 174, 10886, 27)"
19104,1.2.0.0/16,"(19104, 3356, 2152, 25)"
18844,1.2.0.0/16,"(18844, 3356, 2152, 25)"
15415,1.2.0.0/16,"(15415, 8220, 2152, 25)"
271102,1.2.0.0/16,"(271102, 3356, 2152, 25)"
60350,1.2.0.0/16,"(60350, 1299, 10886, 27)"
18307,1.2.0.0/16,"(18307, 3786, 2152, 25)"
17843,1.2.0.0/16,"(17843, 3786, 2152, 25)"
396122,1.2.0.0/16,"(396122, 174, 10886, 27)"
400608,1.2.0.0/16,"(400608, 13335, 2152, 25)"
17616,1.2.0.0/16,"(17616, 3786, 2152, 25)"
18139,1.2.0.0/16,"(18139, 2516, 2152, 25)"
17602,1.2.0.0/16,"(17602, 4766, 2152, 25)"
17581,1.2.0.0/16,"(17581, 3786, 2152, 25)"
395783,1.2.0.0/16,"(395783, 6461, 10886, 27)"
54309,1.2.0.0/16,"(54309, 1299, 10886, 27)"
12090,1.2.0.0/16,"(12090, 3356, 2152, 25)"
11191,1.2.0.0/16,"(11191, 174, 10886, 27)"
394133,1.2.0.0/16,"(394133, 3356, 2152, 25)"
394089,1.2.0.0/16,"(394089, 15169, 2152, 25)"
11059,1.2.0.0/16,"(11059, 286, 10886, 27)"
11493,1.2.0.0/16,"(11493, 3356, 2152, 25)"
11364,1.2.0.0/16,"(11364, 3356, 2152, 25)"
31998,1.2.0.0/16,"(31998, 6461, 10886, 27)"
10708,1.2.0.0/16,"(10708, 174, 10886, 27)"
51713,1.2.0.0/16,"(51713, 3257, 10886, 27)"
51265,1.2.0.0/16,"(51265, 8220, 2152, 25)"
28852,1.2.0.0/16,"(28852, 1299, 10886, 27)"
48688,1.2.0.0/16,"(48688, 8220, 2152, 25)"
47631,1.2.0.0/16,"(47631, 3356, 2152, 25)"
132053,1.2.0.0/16,"(132053, 13335, 2152, 25)"
4393,1.2.0.0/16,"(4393, 3356, 2152, 25)"
46436,1.2.0.0/16,"(46436, 174, 10886, 27)"
3856,1.2.0.0/16,"(3856, 2152, 25)"
3431,1.2.0.0/16,"(3431, 293, 10886, 27)"
44034,1.2.0.0/16,"(44034, 1299, 10886, 27)"
22315,1.2.0.0/16,"(22315, 2152, 25)"
41529,1.2.0.0/16,"(41529, 6939, 2152, 25)"
62248,1.2.0.0/16,"(62248, 1299, 10886, 27)"
207774,1.2.0.0/16,"(207774, 174, 10886, 27)"
18656,1.2.0.0/16,"(18656, 3356, 2152, 25)"
397043,1.2.0.0/16,"(397043, 3356, 2152, 25)"
36817,1.2.0.0/16,"(36817, 6939, 2152, 25)"
38719,1.2.0.0/16,"(38719, 36351, 2152, 25)"
36433,1.2.0.0/16,"(36433, 3356, 2152, 25)"
206891,1.2.0.0/16,"(206891, 8220, 2152, 25)"
327963,1.2.0.0/16,"(327963, 6939, 2152, 25)"
35793,1.2.0.0/16,"(35793, 1299, 10886, 27)"
203965,1.2.0.0/16,"(203965, 8220, 2152, 25)"
32823,1.2.0.0/16,"(32823, 6461, 10886, 27)"
13482,1.2.0.0/16,"(13482, 174, 10886, 27)"
10053,1.2.0.0/16,"(10053, 3786, 2152, 25)"
13824,1.2.0.0/16,"(13824, 3356, 2152, 25)"
202191,1.2.0.0/16,"(202191, 6461, 10886, 27)"
199662,1.2.0.0/16,"(199662, 3356, 2152, 25)"
200145,1.2.0.0/16,"(200145, 3292, 2152, 25)"
215429,1.2.0.0/16,"(215429, 1299, 10886, 27)"
45566,1.2.0.0/16,"(45566, 15169, 2152, 25)"
5409,1.2.0.0/16,"(5409, 3257, 10886, 27)"
398705,1.2.0.0/16,"(398705, 1299, 10886, 27)"
20318,1.2.0.0/16,"(20318, 174, 10886, 27)"
57478,1.2.0.0/16,"(57478, 286, 10886, 27)"
13896,1.2.0.0/16,"(13896, 3356, 2152, 25)"
138552,1.2.0.0/16,"(138552, 3356, 2152, 25)"
53323,1.2.0.0/16,"(53323, 3356, 2152, 25)"
9605,1.2.0.0/16,"(9605, 3356, 2152, 25)"
6507,1.2.0.0/16,"(6507, 2152, 25)"
22001,1.2.0.0/16,"(22001, 3356, 2152, 25)"
400137,1.2.0.0/16,"(400137, 174, 10886, 27)"
132095,1.2.0.0/16,"(132095, 2516, 2152, 25)"
211211,1.2.0.0/16,"(211211, 174, 10886, 27)"
17406,1.2.0.0/16,"(17406, 3356, 2152, 25)"
46357,1.2.0.0/16,"(46357, 2152, 25)"
215595,1.2.0.0/16,"(215595, 21859, 2152, 25)"
4901,1.2.0.0/16,"(4901, 10886, 27)"
57976,1.2.0.0/16,"(57976, 2152, 25)"
28630,1.2.0.0/16,"(28630, 3356, 2152, 25)"
9488,1.2.0.0/16,"(9488, 3786, 2152, 25)"
22616,1.2.0.0/16,"(22616, 2152, 25)"
265617,1.2.0.0/16,"(265617, 174, 10886, 27)"
131833,1.2.0.0/16,"(131833, 1299, 10886, 27)"
26013,1.2.0.0/16,"(26013, 3356, 2152, 25)"
46766,1.2.0.0/16,"(46766, 6939, 2152, 25)"
6623,1.2.0.0/16,"(6623, 1299, 10886, 27)"
36600,1.2.0.0/16,"(36600, 3356, 2152, 25)"
204188,1.2.0.0/16,"(204188, 1299, 10886, 27)"
17338,1.2.0.0/16,"(17338, 1828, 2152, 25)"
38090,1.2.0.0/16,"(38090, 1299, 10886, 27)"
202454,1.2.0.0/16,"(202454, 174, 10886, 27)"
201685,1.2.0.0/16,"(201685, 8220, 2152, 25)"
55263,1.2.0.0/16,"(55263, 174, 10886, 27)"
63449,1.2.0.0/16,"(63449, 3356, 2152, 25)"
44411,1.2.0.0/16,"(44411, 3257, 10886, 27)"
20352,1.2.0.0/16,"(20352, 11404, 2152, 25)"
398336,1.2.0.0/16,"(398336, 3356, 2152, 25)"
22403,1.2.0.0/16,"(22403, 3356, 2152, 25)"
18974,1.2.0.0/16,"(18974, 3356, 2152, 25)"
59874,1.2.0.0/16,"(59874, 13335, 2152, 25)"
400790,1.2.0.0/16,"(400790, 6939, 2152, 25)"
15641,1.2.0.0/16,"(15641, 3356, 2152, 25)"
397457,1.2.0.0/16,"(397457, 3356, 2152, 25)"
397274,1.2.0.0/16,"(397274, 3356, 2152, 25)"
18880,1.2.0.0/16,"(18880, 174, 10886, 27)"
21985,1.2.0.0/16,"(21985, 3356, 2152, 25)"
18763,1.2.0.0/16,"(18763, 6461, 10886, 27)"
40555,1.2.0.0/16,"(40555, 3356, 2152, 25)"
60522,1.2.0.0/16,"(60522, 174, 10886, 27)"
21545,1.2.0.0/16,"(21545, 2152, 25)"
399932,1.2.0.0/16,"(399932, 3356, 2152, 25)"
18323,1.2.0.0/16,"(18323, 4766, 2152, 25)"
41957,1.2.0.0/16,"(41957, 1299, 10886, 27)"
20090,1.2.0.0/16,"(20090, 174, 10886, 27)"
